TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
PPLA11;7,35;;-985,13;1.880,71;36,62;;;;-985,13;-985,13;;;;;-36,62;;-190,91;-3,72;;0,02;0,98;0,00;;;2.210,26;0,00;-0,01;9,91;20.687.795,10
PRIO3;26,20;;17,35;3,49;1,89;57,16;48,26;30,32;10,90;10,55;-0,35;-0,11;5,26;4,61;-3,78;5,62;20,14;10,91;18,58;0,54;0,46;0,36;61,68;40,72;549.632.295,40;7,50;1,51;0,09;23.125.335.287,00
PRNR3;6,76;0,80;18,14;1,15;0,70;16,27;4,73;3,35;12,84;12,37;-0,47;-0,04;0,61;2,49;-1,62;1,99;6,33;3,87;6,35;0,61;0,39;1,16;16,24;18,25;932.313,15;5,89;0,37;-0,02;263.019.817,32
PSSA3;20,59;6,88;8,62;1,42;0,32;100,00;5,88;7,28;10,68;3,56;-7,12;-0,95;0,63;5,66;-0,93;1,09;16,49;3,71;11,49;0,22;0,78;0,51;5,64;11,02;38.948.452,05;14,48;2,39;-1,01;13.313.206.975,40
PTBL3;8,98;11,59;5,86;3,55;0,59;43,25;15,10;11,31;4,38;6,37;1,98;1,61;0,66;6,59;-1,01;1,27;60,70;10,02;24,63;0,17;0,83;0,89;13,47;152,05;6.952.431,10;2,53;1,53;0,09;1.266.062.236,28
PTCA11;0,00;;0,00;0,00;0,00;45,17;16,98;11,16;0,00;1,22;1,22;0,58;0,00;0,00;0,00;1,52;31,12;11,25;19,02;0,36;0,64;1,01;25,03;37,52;;17,14;5,33;0,00;0,00
PTCA3;0,00;;0,00;0,00;0,00;45,17;16,98;11,16;0,00;1,22;1,22;0,58;0,00;0,00;0,00;1,52;31,12;11,25;19,02;0,36;0,64;1,01;25,03;37,52;;17,14;5,33;0,00;0,00
PTNT3;11,80;1,72;7,97;1,66;0,73;16,49;12,18;9,04;5,91;4,95;1,32;0,37;0,72;3,05;-1,52;1,87;20,87;9,21;12,39;0,44;0,46;1,02;8,13;48,05;79.528,45;7,10;1,48;0,03;348.506.931,92
PTNT4;4,98;4,07;3,36;0,70;0,31;16,49;12,18;9,04;2,50;4,95;1,32;0,37;0,30;1,29;-0,64;1,87;20,87;9,21;12,39;0,44;0,46;1,02;8,13;48,05;76.913,25;7,10;1,48;0,01;348.506.931,92
QUAL3;13,70;15,12;10,64;3,05;0,88;79,69;30,37;17,45;6,11;8,42;2,31;1,16;1,86;-2,84;-1,23;0,48;28,69;8,31;13,13;0,29;0,71;0,48;1,31;-2,00;58.475.963,33;4,49;1,29;-1,59;3.890.996.252,50
QUSW3;0,00;;0,00;0,00;0,00;27,56;13,07;7,38;0,00;0,74;0,74;0,24;0,00;0,00;0,00;1,25;18,30;8,94;16,75;0,49;0,51;1,21;16,77;89,75;;67,90;12,43;0,00;0,00
QVQP3B;0,00;;0,00;0,00;0,00;;;;0,00;0,84;0,84;-0,97;;0,00;;;-114,29;-114,29;-116,07;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
RADL3;21,93;1,07;48,18;7,68;2,45;29,87;5,66;3,12;26,51;27,35;0,84;0,24;1,50;19,88;-5,13;1,31;15,93;5,09;18,37;0,32;0,68;1,63;16,47;10,93;152.702.164,30;2,86;0,46;0,87;36.226.824.900,00
RAIL3;17,37;0,11;213,94;2,14;0,67;28,06;20,43;2,02;21,19;28,91;7,72;0,78;4,33;4,06;-0,90;2,79;1,00;0,31;4,19;0,31;0,69;0,15;11,53;;178.418.470,93;8,10;0,08;-4,34;32.206.738.199,67
RAIZ4;7,15;0,92;22,45;3,62;0,70;6,47;3,75;2,02;12,13;17,47;5,34;1,59;0,45;9,16;-1,39;1,18;16,11;3,14;8,07;0,19;0,80;1,55;;;74.385.485,60;1,98;0,32;;74.020.442.810,60
RANI3;6,96;5,41;6,26;1,87;0,76;39,36;27,14;17,77;4,10;4,99;0,89;0,40;1,11;2,91;-1,27;2,78;29,80;12,06;17,89;0,40;0,60;0,68;15,63;;9.176.360,15;3,73;1,11;0,03;1.786.772.835,60
RANI4;5,50;;4,95;1,47;0,60;39,36;27,14;17,77;3,24;4,99;0,89;0,40;0,88;2,30;-1,00;2,78;29,80;12,06;17,89;0,40;0,60;0,68;15,63;;;3,73;1,11;0,02;1.786.772.835,60
RAPT3;9,60;6,71;4,53;0,97;0,29;25,04;12,15;7,70;2,87;4,79;1,65;0,55;0,35;1,21;-0,76;1,66;21,31;6,51;13,54;0,31;0,69;0,84;28,12;;233.732,70;9,94;2,12;0,91;3.461.642.275,26
RAPT4;11,01;5,85;5,20;1,11;0,34;25,04;12,15;7,70;3,29;4,79;1,65;0,55;0,40;1,39;-0,87;1,66;21,31;6,51;13,54;0,31;0,69;0,84;28,12;;29.842.464,75;9,94;2,12;1,04;3.461.642.275,26
RCSL3;3,02;;-140,05;-5,56;3,46;13,47;1,40;-2,75;275,22;141,34;-5,43;;3,84;51,26;-7,16;1,15;-3,97;-2,47;-2,02;-0,62;1,62;0,90;;;10.959.333,93;-0,54;-0,02;-7,11;122.108.010,60
RCSL4;0,90;;-41,74;-1,66;1,03;13,47;1,40;-2,75;82,02;141,34;-5,43;;1,15;15,28;-2,13;1,15;-3,97;-2,47;-2,02;-0,62;1,62;0,90;;;512.462,00;-0,54;-0,02;-2,12;122.108.010,60
RDNI3;8,14;0,70;42,09;0,56;0,18;24,90;4,19;1,79;17,98;41,75;23,77;0,74;0,75;0,74;-0,36;2,03;1,33;0,44;0,51;0,33;0,67;0,24;4,17;;68.662,93;14,58;0,19;0,09;356.286.237,12
RDOR3;38,59;3,50;49,25;5,29;1,48;23,60;18,00;7,73;21,15;25,26;4,11;1,03;3,81;4,63;-2,54;4,25;10,73;3,00;7,83;0,28;0,72;0,39;;;177.568.517,15;7,30;0,78;0,18;77.580.068.511,45
RECV3;24,82;0,66;34,88;3,30;1,31;35,82;27,35;17,00;21,68;21,46;-0,22;-0,03;5,93;-29,14;-1,68;0,83;9,45;3,75;8,72;0,40;0,60;0,22;;;21.150.751,20;7,53;0,71;;6.169.757.784,16
REDE3;6,39;10,33;8,88;2,55;0,55;25,39;20,39;9,73;4,24;6,89;2,66;1,60;0,86;6,97;-0,78;1,36;28,71;6,16;17,08;0,21;0,79;0,63;15,06;56,90;29.330,49;2,51;0,72;0,13;13.484.966.359,86
RENT3;54,57;0,93;20,25;5,43;1,64;43,10;29,57;18,75;12,84;15,14;2,30;0,97;3,80;21,13;-2,25;1,39;26,83;8,07;11,79;0,30;0,70;0,43;19,68;37,93;349.755.994,25;10,04;2,69;0,21;41.389.526.181,90
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;4,37;;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;4,86;;5,78;-0,27;0,08;13,83;334,40;32,71;0,57;3,24;2,67;;1,89;19,45;-0,11;1,01;-4,68;1,35;56,84;-0,29;1,29;0,04;-27,95;;44.856,83;-17,96;0,84;0,16;177.357.677,76
RNEW3;1,79;;6,39;-0,30;0,09;13,83;334,40;32,71;0,62;3,24;2,67;;2,09;21,49;-0,13;1,01;-4,68;1,35;56,84;-0,29;1,29;0,04;-27,95;;116.268,70;-5,99;0,28;0,17;177.357.677,76
RNEW4;1,53;;5,46;-0,26;0,07;13,83;334,40;32,71;0,53;3,24;2,67;;1,79;18,37;-0,11;1,01;-4,68;1,35;56,84;-0,29;1,29;0,04;-27,95;;318.310,93;-5,99;0,28;0,15;177.357.677,76
ROMI3;13,80;6,50;4,74;1,07;0,53;31,59;14,85;14,76;4,71;6,69;1,98;0,45;0,70;1,73;-1,30;2,03;22,50;11,10;13,28;0,49;0,51;0,75;18,71;;6.407.448,60;12,94;2,91;0,12;1.012.008.123,60
RPAD3;6,28;;27,47;0,51;0,51;;;;29,55;30,03;-3,86;-0,07;;8,77;-0,54;7,26;1,86;1,85;1,73;0,99;0,01;0,00;;-17,54;8.327,42;12,27;0,23;-0,64;609.919.336,06
RPAD5;8,30;6,79;36,30;0,68;0,67;;;;39,05;30,03;-3,86;-0,07;;11,58;-0,72;7,26;1,86;1,85;1,73;0,99;0,01;0,00;;-17,54;16.708,06;12,27;0,23;-0,84;609.919.336,06
RPAD6;4,24;;18,55;0,35;0,34;;;;19,95;30,03;-3,86;-0,07;;5,92;-0,37;7,26;1,86;1,85;1,73;0,99;0,01;0,00;;-17,54;2.021,92;12,27;0,23;-0,43;609.919.336,06
RPMG3;2,76;;-0,52;-0,05;0,04;-2,78;-13,07;-16,36;-0,65;-0,65;0,00;;0,08;-0,06;-0,68;0,55;-10,18;-8,62;8,13;-0,85;1,85;0,53;25,45;;117.600,08;-52,53;-5,35;0,04;186.828.896,04
RRRP3;45,23;;-10.125,18;2,19;1,68;56,10;57,03;-0,12;22,08;16,15;-5,93;-0,59;12,59;4,27;-3,34;4,79;-0,02;-0,02;8,39;0,77;0,23;0,13;;;181.751.687,60;20,61;0,00;101,60;9.163.284.917,94
RSID3;5,43;;-0,57;-0,15;0,09;-23,02;-454,57;-320,93;-0,40;-2,60;-2,20;;1,83;-0,09;-0,13;0,27;-26,31;-15,05;255,28;-0,57;1,57;0,05;-35,64;;674.258,20;-36,23;-9,53;0,00;108.600.000,00
RSUL3;0,00;;0,00;0,00;0,00;37,27;21,15;27,48;0,00;2,44;-0,09;-0,07;0,00;0,00;0,00;1,66;110,96;31,26;56,62;0,28;0,72;1,14;24,27;;;13,73;15,23;0,00;172.776.000,00
RSUL4;71,99;;4,73;5,24;1,48;37,27;21,15;27,48;6,14;2,44;-0,09;-0,07;1,30;8,16;-2,71;1,66;110,96;31,26;56,62;0,28;0,72;1,14;24,27;;174.861,83;13,73;15,23;0,00;172.776.000,00
SANB11;31,50;12,21;8,01;1,11;0,12;34,30;22,14;14,81;5,36;5,36;;;1,19;;-0,13;;13,91;1,55;;0,11;0,89;0,10;0,22;14,98;123.505.619,20;28,27;3,93;2,23;118.101.864.053,25
SANB3;15,01;12,21;7,63;1,06;0,12;34,30;22,14;14,81;5,11;5,36;;;1,13;;-0,12;;13,91;1,55;;0,11;0,89;0,10;0,22;14,98;1.938.479,80;14,13;1,97;2,12;118.101.864.053,25
SANB4;16,90;11,92;8,60;1,20;0,13;34,30;22,14;14,81;5,75;5,36;;;1,27;;-0,14;;13,91;1,55;;0,11;0,89;0,10;0,22;14,98;2.302.145,55;14,13;1,97;2,39;118.101.864.053,25
SAPR11;20,35;5,36;5,22;0,79;0,42;60,60;36,10;22,63;3,27;4,94;1,67;0,40;1,18;9,12;-0,49;1,48;15,05;8,04;12,16;0,53;0,47;0,36;8,40;13,44;26.500.946,53;25,89;3,90;0,29;6.150.606.462,33
SAPR3;3,87;5,22;4,97;0,75;0,40;60,60;36,10;22,63;3,11;4,94;1,67;0,40;1,12;8,67;-0,47;1,48;15,05;8,04;12,16;0,53;0,47;0,36;8,40;13,44;1.186.693,78;5,18;0,78;0,27;6.150.606.462,33
SAPR4;4,09;5,44;5,25;0,79;0,42;60,60;36,10;22,63;3,29;4,94;1,67;0,40;1,19;9,16;-0,49;1,48;15,05;8,04;12,16;0,53;0,47;0,36;8,40;13,44;11.220.203,15;5,18;0,78;0,29;6.150.606.462,33
SBFG3;24,48;;11,95;2,67;0,83;46,02;7,87;9,74;14,78;18,68;3,90;0,71;1,16;4,09;-1,69;1,67;22,38;6,97;2,64;0,31;0,69;0,72;22,57;;32.919.055,50;9,16;2,05;-0,02;5.948.591.578,56
SBSP3;46,38;0,86;13,75;1,27;0,60;34,33;21,02;11,83;7,74;11,29;3,56;0,58;1,63;22,48;-0,68;1,28;9,25;4,34;7,58;0,47;0,53;0,37;6,69;-4,79;164.428.293,23;36,48;3,37;0,10;31.701.187.724,22
SCAR3;36,96;0,99;61,92;1,35;0,62;81,36;54,07;11,96;13,70;24,56;10,85;1,07;7,41;-8,79;-0,67;0,55;2,19;1,00;3,93;0,46;0,54;0,08;-8,54;-14,68;123.158,33;27,31;0,60;-1,02;2.133.971.310,24
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;9,52;2,21;23,35;0,84;0,40;54,10;12,61;3,73;6,91;7,72;0,82;0,10;0,87;6,17;-0,52;1,38;3,59;1,70;9,02;0,47;0,53;0,46;4,57;-25,61;5.063.009,68;11,37;0,41;-0,34;1.225.429.251,20
SEQL3;11,35;;-88,90;2,64;0,80;17,52;3,16;-1,17;33,09;43,50;10,40;0,83;1,04;12,53;-1,19;1,25;-2,97;-0,90;3,02;0,30;0,70;0,77;;;41.190.004,70;4,29;-0,13;0,25;1.587.851.641,05
SGPS3;4,89;;-1,59;0,25;0,08;35,50;6,46;-8,93;2,20;9,28;7,08;0,79;0,14;-3,77;-0,14;0,96;-15,51;-4,80;5,53;0,31;0,69;0,54;-5,73;;284.989,60;19,81;-3,07;0,03;244.500.000,00
SHOW3;4,04;;-4,25;2,02;0,50;28,99;-179,23;-204,67;-4,85;-3,21;1,64;-0,68;8,70;4,48;-1,30;1,22;-47,45;-11,84;-21,78;0,25;0,75;0,06;-47,60;;3.314.381,08;2,00;-0,95;0,10;272.347.021,16
SHUL3;111,89;0,17;207,49;44,01;18,34;22,24;14,10;11,30;166,28;76,93;2,00;0,53;23,44;42,30;-53,04;2,96;21,21;8,84;12,49;0,42;0,58;0,78;24,09;44,44;62.944,50;2,54;0,54;5,78;18.018.143.356,92
SHUL4;4,56;4,49;8,46;1,79;0,75;22,24;14,10;11,30;6,78;76,93;2,00;0,53;0,96;1,72;-2,16;2,96;21,21;8,84;12,49;0,42;0,58;0,78;24,09;44,44;1.898.159,48;2,54;0,54;0,24;18.018.143.356,92
SIMH3;11,63;1,39;11,86;1,67;0,20;32,34;22,58;5,93;3,11;8,14;5,02;2,70;0,70;0,59;-0,40;3,30;14,12;1,71;6,33;0,12;0,88;0,29;16,28;;22.099.560,43;6,95;0,98;0,06;9.749.902.841,09
SLCE3;55,00;1,93;11,00;3,09;0,91;35,54;30,25;16,79;6,11;7,39;1,28;0,65;1,85;9,15;-1,51;1,33;28,13;8,25;23,31;0,29;0,71;0,49;30,68;104,16;111.536.581,65;17,78;5,00;0,09;11.683.242.945,00
SLED3;13,35;;0,52;-0,05;0,10;39,77;9,76;51,98;2,79;31,17;29,27;;0,27;-0,28;-0,15;0,50;-9,26;18,73;-3,66;-2,02;3,02;0,36;-44,82;;127.960,21;-275,38;25,50;0,00;16.492.123,65
SLED4;6,60;;0,26;-0,02;0,05;39,77;9,76;51,98;1,38;31,17;29,27;;0,13;-0,14;-0,07;0,50;-9,26;18,73;-3,66;-2,02;3,02;0,36;-44,82;;455.728,93;-275,38;25,50;0,00;16.492.123,65
SMFT3;18,24;;-16,85;2,41;0,92;6,67;-21,06;-37,18;-29,74;-29,38;0,36;-0,03;6,26;3,90;-1,43;2,92;-14,33;-5,44;-4,75;0,38;0,62;0,15;21,63;;21.352.867,25;7,56;-1,08;-2,80;10.693.059.351,36
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;24,47;0,25;0,75;0,24;;;25.865.505,33;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;47,33;4,93;11,45;3,46;1,16;42,01;42,36;27,14;7,34;9,57;2,23;1,05;3,11;6,60;-1,72;2,21;30,21;10,16;15,97;0,34;0,66;0,37;12,98;47,87;82.394.017,88;13,68;4,13;0,16;16.755.356.201,57
SNSY3;9,99;;-0,68;-0,05;0,17;18,71;-0,87;-15,14;-11,85;-32,24;-17,80;;0,10;-1,40;-0,42;0,83;-7,55;-25,07;0,50;-3,32;4,32;1,66;16,09;;3.591,00;-193,58;-14,62;0,04;93.982.159,20
SNSY5;3,82;;-0,26;-0,02;0,07;18,71;-0,87;-15,14;-4,53;-32,24;-17,80;;0,04;-0,54;-0,16;0,83;-7,55;-25,07;0,50;-3,32;4,32;1,66;16,09;;15.643,80;-193,58;-14,62;0,01;93.982.159,20
SNSY6;13,33;;-0,91;-0,07;0,23;18,71;-0,87;-15,14;-15,81;-32,24;-17,80;;0,14;-1,87;-0,56;0,83;-7,55;-25,07;0,50;-3,32;4,32;1,66;16,09;;;-193,58;-14,62;0,05;93.982.159,20
SOJA3;12,49;;11,45;2,24;1,53;16,35;13,70;12,24;10,23;9,27;-0,96;-0,21;1,40;2,89;-6,72;3,19;19,58;13,38;16,92;0,68;0,32;1,09;;;6.467.482,58;5,57;1,09;0,14;1.463.082.671,74
SOMA3;12,33;;32,28;1,35;0,97;57,97;7,15;10,74;48,45;52,63;4,19;0,12;3,47;6,31;-1,34;2,21;4,20;3,00;0,97;0,71;0,29;0,28;;;89.513.230,63;9,11;0,38;-0,06;9.675.935.109,09
SOND3;46,01;16,83;8,20;1,72;1,18;35,77;17,66;16,79;7,80;5,85;-2,16;-0,48;1,38;3,81;-2,41;2,50;20,96;14,33;15,74;0,68;0,32;0,85;-0,97;;9.202,00;26,78;5,61;-0,24;116.259.741,00
SOND5;47,99;17,75;8,55;1,79;1,23;35,77;17,66;16,79;8,13;5,85;-2,16;-0,48;1,44;3,97;-2,52;2,50;20,96;14,33;15,74;0,68;0,32;0,85;-0,97;;64.421,00;26,78;5,61;-0,25;116.259.741,00
SOND6;47,00;18,12;8,37;1,76;1,20;35,77;17,66;16,79;7,97;5,85;-2,16;-0,48;1,41;3,89;-2,47;2,50;20,96;14,33;15,74;0,68;0,32;0,85;-0,97;;45.552,80;26,78;5,61;-0,24;116.259.741,00
SPRT3B;76,40;;-257,88;-109,84;33.097,97;;;;-300,61;-300,61;0,00;;;-109,48;-33.097,97;0,00;-42,60;-12.834,84;36,54;-301,32;302,32;0,00;;;;-0,70;-0,30;-1,17;370.531.748,80
SQIA3;20,35;0,10;85,27;2,29;1,43;38,22;6,33;5,95;80,17;66,37;-13,80;-0,39;5,08;3,74;-2,77;4,67;2,68;1,67;1,91;0,62;0,37;0,28;33,05;20,44;18.356.709,83;8,90;0,24;0,26;1.789.619.130,20
STBP3;7,10;4,22;22,54;2,80;1,29;39,91;24,56;17,71;16,26;14,48;-1,78;-0,31;3,99;7,94;-1,79;2,37;12,42;5,72;11,19;0,46;0,54;0,32;13,09;;31.615.706,08;2,53;0,31;-0,01;6.126.096.919,20
STKF3;0,00;;0,00;0,00;0,00;63,57;42,28;32,50;0,00;3,28;3,28;0,38;0,00;0,00;0,00;0,72;8,88;5,35;6,95;0,60;0,40;0,16;15,48;;;4,55;0,40;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;25,38;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;27,67;0,81;35,43;1,45;0,41;6,37;-1,38;1,63;-42,06;9,19;51,26;-1,76;0,58;1,08;-1,26;2,24;4,09;1,14;-5,38;0,28;0,72;0,70;4,58;-13,71;147.277.377,25;19,11;0,78;-0,41;11.783.120.174,23
SULA3;9,51;0,79;36,53;1,49;0,42;6,37;-1,38;1,63;-43,37;9,19;51,26;-1,76;0,60;1,11;-1,30;2,24;4,09;1,14;-5,38;0,28;0,72;0,70;4,58;-13,71;176.338,65;6,37;0,26;-0,43;11.783.120.174,23
SULA4;9,13;0,82;35,07;1,43;0,40;6,37;-1,38;1,63;-41,64;9,19;51,26;-1,76;0,57;1,07;-1,25;2,24;4,09;1,14;-5,38;0,28;0,72;0,70;4,58;-13,71;324.225,65;6,37;0,26;-0,41;11.783.120.174,23
SUZB3;51,03;1,45;8,05;4,58;0,58;49,68;44,38;21,06;3,82;7,04;3,22;3,86;1,70;3,08;-0,82;2,95;56,85;7,25;18,97;0,13;0,87;0,34;32,90;38,51;390.981.600,58;11,15;6,34;-0,04;69.465.280.691,52
SYNE3;5,74;144,04;0,68;0,32;0,18;72,20;70,87;55,79;0,54;1,06;0,53;0,31;0,38;1,49;-0,22;2,78;46,38;26,30;35,25;0,57;0,43;0,47;40,50;;6.202.730,53;18,18;8,43;0,00;876.179.114,30
TAEE11;45,24;9,96;7,04;2,33;0,98;81,31;98,94;63,76;4,54;6,41;1,87;0,96;4,49;21,70;-1,13;1,51;33,12;13,93;22,42;0,42;0,58;0,22;20,07;20,76;110.947.338,98;19,40;6,43;-3,24;15.585.130.552,68
TAEE3;15,05;9,98;7,03;2,33;0,98;81,31;98,94;63,76;4,53;6,41;1,87;0,96;4,48;21,66;-1,13;1,51;33,12;13,93;22,42;0,42;0,58;0,22;20,07;20,76;1.117.202,03;6,47;2,14;-3,23;15.585.130.552,68
TAEE4;15,08;9,96;7,04;2,33;0,98;81,31;98,94;63,76;4,54;6,41;1,87;0,96;4,49;21,70;-1,13;1,51;33,12;13,93;22,42;0,42;0,58;0,22;20,07;20,76;2.045.483,50;6,47;2,14;-3,24;15.585.130.552,68
TASA3;23,76;6,84;4,42;3,71;1,34;48,09;35,53;23,17;2,88;3,34;0,45;0,58;1,02;8,35;-4,40;1,30;83,89;30,33;48,93;0,36;0,64;1,31;26,98;;973.383,03;6,41;5,38;0,03;2.814.643.696,92
TASA4;23,88;6,80;4,44;3,73;1,35;48,09;35,53;23,17;2,90;3,34;0,45;0,58;1,03;8,39;-4,42;1,30;83,89;30,33;48,93;0,36;0,64;1,31;26,98;;24.383.681,90;6,41;5,38;0,03;2.814.643.696,92
TCNO3;1,70;;-21,52;-19,47;0,05;;;;-17,75;-68,20;-53,35;;;-0,11;-0,06;0,29;-90,48;-0,22;-1,91;0,00;1,00;0,00;;;45.959,65;-0,09;-0,08;0,83;9.419.908,22
TCNO4;1,27;;-16,08;-14,55;0,04;;;;-13,26;-68,20;-53,35;;;-0,08;-0,04;0,29;-90,48;-0,22;-1,91;0,00;1,00;0,00;;;92.291,93;-0,09;-0,08;0,62;9.419.908,22
TCSA3;3,15;;-1,26;0,35;0,15;5,61;-87,53;-126,21;-1,81;-4,83;-3,02;0,58;1,58;0,44;-0,29;3,14;-27,94;-11,87;-10,84;0,42;0,58;0,09;-15,57;;2.352.796,85;8,98;-2,51;-0,10;231.900.574,50
TECN3;2,45;3,31;6,85;0,58;0,30;52,54;16,11;8,93;3,80;4,52;0,72;0,11;0,61;0,62;-0,86;3,83;8,53;4,37;9,32;0,51;0,49;0,49;-2,72;;3.677.143,25;4,19;0,36;-0,03;192.340.226,75
TEKA3;26,10;;-0,16;-0,01;0,01;19,31;11,12;-35,13;0,52;22,32;22,03;;0,06;-0,01;-0,01;0,04;-4,56;-7,55;-1,89;-1,66;2,66;0,21;7,53;;5.220,00;-3.493,37;-159,23;0,01;7.362.865,10
TEKA4;8,89;;-0,06;0,00;0,00;19,31;11,12;-35,13;0,18;22,32;22,03;;0,02;0,00;0,00;0,04;-4,56;-7,55;-1,89;-1,66;2,66;0,21;7,53;;16.892,32;-3.493,37;-159,23;0,00;7.362.865,10
TELB3;41,22;;-22,06;1,96;0,68;-80,49;-23,43;-44,40;-41,80;-21,25;13,24;-0,62;9,79;2,47;-1,06;4,50;-8,86;-3,09;-4,08;0,35;0,65;0,07;38,50;;220.845,75;21,08;-1,87;-1,14;2.308.298.453,77
TELB4;14,65;;-7,84;0,69;0,24;-80,49;-23,43;-44,40;-14,86;-21,25;13,24;-0,62;3,48;0,88;-0,38;4,50;-8,86;-3,09;-4,08;0,35;0,65;0,07;38,50;;405.494,83;21,08;-1,87;-0,40;2.308.298.453,77
TEND3;6,09;2,92;-3,32;0,52;0,14;17,77;-3,56;-7,54;-7,03;-10,70;-3,67;0,27;0,25;0,41;-0,39;2,20;-15,79;-4,31;-5,23;0,27;0,73;0,57;19,26;;26.397.046,98;11,62;-1,84;0,02;635.456.458,14
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;1.340.759,40;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;11,50;1,42;141,50;40,76;22,99;59,82;20,79;17,75;120,80;20,46;0,14;0,05;25,12;45,68;-101,19;2,87;28,81;16,24;22,72;0,56;0,44;0,92;;;2.429.375,18;0,28;0,08;0,71;1.836.757.017,25
TGMA3;14,37;6,50;8,77;1,39;0,91;18,66;12,65;10,73;7,44;7,85;0,40;0,08;0,94;3,30;-1,76;2,31;15,87;10,35;12,59;0,65;0,35;0,96;1,74;50,88;4.334.060,18;10,32;1,64;0,19;948.461.888,55
TIET11;12,54;;4,38;2,25;0,46;74,66;61,76;49,46;3,51;7,15;3,64;2,34;2,16;1.031,49;-0,52;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;5,57;2,87;0,02;5.004.795.800,93
TIET3;3,49;;6,09;3,13;0,64;74,66;61,76;49,46;4,88;7,15;3,64;2,34;3,01;1.435,37;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
TIET4;3,51;;6,13;3,15;0,64;74,66;61,76;49,46;4,91;7,15;3,64;2,34;3,03;1.443,59;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
TIMS3;13,70;3,75;11,22;1,32;0,67;53,25;20,80;16,38;8,83;9,47;0,64;0,10;1,84;6,93;-0,96;1,45;11,78;5,94;9,67;0,50;0,50;0,36;2,95;31,56;101.229.590,10;10,37;1,22;0,19;33.165.020.252,60
TKNO3;69,63;7,04;3,11;0,86;0,61;26,57;23,35;21,20;2,82;2,44;-0,35;-0,11;0,66;1,71;-1,55;2,43;27,81;19,63;23,01;0,71;0,29;0,93;23,01;;;80,60;22,41;0,01;202.684.270,29
TKNO4;67,74;9,18;3,02;0,84;0,59;26,57;23,35;21,20;2,74;2,44;-0,35;-0,11;0,64;1,66;-1,51;2,43;27,81;19,63;23,01;0,71;0,29;0,93;23,01;;6.887,00;80,60;22,41;0,01;202.684.270,29
TOTS3;32,99;0,67;55,25;4,54;2,05;68,31;15,73;11,31;39,73;36,97;-2,76;-0,32;6,25;9,40;-4,57;1,65;8,21;3,71;6,68;0,45;0,55;0,33;8,34;19,27;161.172.089,95;7,27;0,60;2,22;20.360.873.141,19
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;1,62;2,54;27,02;0,31;0,09;12,77;4,36;1,01;6,24;41,53;35,28;1,77;0,27;-0,76;-0,10;0,31;1,16;0,33;0,35;0,29;0,71;0,33;-7,49;;1.581.211,48;5,19;0,06;-0,29;285.120.000,00
